,report_date,year,month,Year-Month,family_with_children_shelter
1399,2024-02-29,2024,2,2024-02,350
1400,2024-02-29,2024,2,2024-02,537
1401,2024-02-29,2024,2,2024-02,522
1402,2024-02-29,2024,2,2024-02,777
1403,2024-02-29,2024,2,2024-02,416
1404,2024-02-29,2024,2,2024-02,75
1405,2024-02-29,2024,2,2024-02,0
1406,2024-02-29,2024,2,2024-02,567
1407,2024-02-29,2024,2,2024-02,0
1408,2024-02-29,2024,2,2024-02,500
1409,2024-02-29,2024,2,2024-02,1166
1410,2024-02-29,2024,2,2024-02,204
1411,2024-02-29,2024,2,2024-02,457
1412,2024-02-29,2024,2,2024-02,2034
1413,2024-02-29,2024,2,2024-02,1845
1414,2024-02-29,2024,2,2024-02,2167
1415,2024-02-29,2024,2,2024-02,1383
1416,2024-02-29,2024,2,2024-02,835
1417,2024-02-29,2024,2,2024-02,1245
1418,2024-02-29,2024,2,2024-02,525
1419,2024-01-31,2024,1,2024-01,430
1420,2024-01-31,2024,1,2024-01,744
1421,2024-01-31,2024,1,2024-01,1268
1422,2024-01-31,2024,1,2024-01,848
1423,2024-01-31,2024,1,2024-01,1342
1424,2024-01-31,2024,1,2024-01,2169
1425,2024-01-31,2024,1,2024-01,1883
1426,2024-01-31,2024,1,2024-01,2080
1427,2024-01-31,2024,1,2024-01,451
1428,2024-01-31,2024,1,2024-01,200
1429,2024-01-31,2024,1,2024-01,1166
1430,2024-01-31,2024,1,2024-01,566
1431,2024-01-31,2024,1,2024-01,0
1432,2024-01-31,2024,1,2024-01,545
1433,2024-01-31,2024,1,2024-01,0
1434,2024-01-31,2024,1,2024-01,68
1435,2024-01-31,2024,1,2024-01,390
1436,2024-01-31,2024,1,2024-01,812
1437,2024-01-31,2024,1,2024-01,537
1438,2024-01-31,2024,1,2024-01,560
1439,2024-01-31,2024,1,2024-01,348
1440,2024-01-31,2024,1,2024-01,351
1441,2024-01-31,2024,1,2024-01,357
1442,2024-01-31,2024,1,2024-01,0
1443,2024-01-31,2024,1,2024-01,0
1444,2024-01-31,2024,1,2024-01,144
1445,2024-01-31,2024,1,2024-01,86
1446,2024-01-31,2024,1,2024-01,499
1447,2024-01-31,2024,1,2024-01,2394
1448,2024-01-31,2024,1,2024-01,1564
1449,2024-01-31,2024,1,2024-01,989
1450,2024-01-31,2024,1,2024-01,0
1451,2024-01-31,2024,1,2024-01,0
1452,2024-01-31,2024,1,2024-01,110
1453,2024-01-31,2024,1,2024-01,389
1454,2024-01-31,2024,1,2024-01,1035
1455,2024-01-31,2024,1,2024-01,407
1456,2024-01-31,2024,1,2024-01,536
1457,2024-01-31,2024,1,2024-01,0
1458,2024-01-31,2024,1,2024-01,581
1459,2024-01-31,2024,1,2024-01,526
1460,2024-01-31,2024,1,2024-01,0
1461,2024-01-31,2024,1,2024-01,739
1462,2024-01-31,2024,1,2024-01,303
1463,2024-01-31,2024,1,2024-01,850
1464,2024-01-31,2024,1,2024-01,536
1465,2024-01-31,2024,1,2024-01,262
1466,2024-01-31,2024,1,2024-01,0
1467,2024-01-31,2024,1,2024-01,0
1468,2024-01-31,2024,1,2024-01,304
1469,2024-01-31,2024,1,2024-01,0
1470,2024-01-31,2024,1,2024-01,0
1471,2024-01-31,2024,1,2024-01,0
1472,2024-01-31,2024,1,2024-01,2285
1473,2024-01-31,2024,1,2024-01,853
1474,2024-01-31,2024,1,2024-01,172
1475,2024-01-31,2024,1,2024-01,238
1476,2024-01-31,2024,1,2024-01,0
1477,2024-01-31,2024,1,2024-01,0
1478,2024-01-31,2024,1,2024-01,0
1479,2023-12-31,2023,12,2023-12,576
1480,2023-12-31,2023,12,2023-12,854
1481,2023-12-31,2023,12,2023-12,1140
1482,2023-12-31,2023,12,2023-12,1249
1483,2023-12-31,2023,12,2023-12,1334
1484,2023-12-31,2023,12,2023-12,2198
1485,2023-12-31,2023,12,2023-12,1897
1486,2023-12-31,2023,12,2023-12,2044
1487,2023-12-31,2023,12,2023-12,456
1488,2023-12-31,2023,12,2023-12,192
1489,2023-12-31,2023,12,2023-12,0
1490,2023-12-31,2023,12,2023-12,0
1491,2023-12-31,2023,12,2023-12,281
1492,2023-12-31,2023,12,2023-12,0
1493,2023-12-31,2023,12,2023-12,0
1494,2023-12-31,2023,12,2023-12,261
1495,2023-12-31,2023,12,2023-12,550
1496,2023-12-31,2023,12,2023-12,866
1497,2023-12-31,2023,12,2023-12,285
1498,2023-12-31,2023,12,2023-12,947
1499,2023-12-31,2023,12,2023-12,0
1500,2023-12-31,2023,12,2023-12,563
1501,2023-12-31,2023,12,2023-12,575
1502,2023-12-31,2023,12,2023-12,764
1503,2023-12-31,2023,12,2023-12,0
1504,2023-12-31,2023,12,2023-12,818
1505,2023-12-31,2023,12,2023-12,367
1506,2023-12-31,2023,12,2023-12,1086
1507,2023-12-31,2023,12,2023-12,381
1508,2023-12-31,2023,12,2023-12,205
1509,2023-12-31,2023,12,2023-12,0
1510,2023-12-31,2023,12,2023-12,0
1511,2023-12-31,2023,12,2023-12,1007
1512,2023-12-31,2023,12,2023-12,1511
1513,2023-12-31,2023,12,2023-12,2324
1514,2023-12-31,2023,12,2023-12,496
1515,2023-12-31,2023,12,2023-12,92
1516,2023-12-31,2023,12,2023-12,442
1517,2023-12-31,2023,12,2023-12,141
1518,2023-12-31,2023,12,2023-12,0
1519,2023-12-31,2023,12,2023-12,0
1520,2023-12-31,2023,12,2023-12,351
1521,2023-12-31,2023,12,2023-12,501
1522,2023-12-31,2023,12,2023-12,354
1523,2023-12-31,2023,12,2023-12,565
1524,2023-12-31,2023,12,2023-12,518
1525,2023-12-31,2023,12,2023-12,792
1526,2023-12-31,2023,12,2023-12,397
1527,2023-12-31,2023,12,2023-12,73
1528,2023-12-31,2023,12,2023-12,0
1529,2023-12-31,2023,12,2023-12,648
1530,2023-12-31,2023,12,2023-12,0
1531,2023-12-31,2023,12,2023-12,0
1532,2023-12-31,2023,12,2023-12,0
1533,2023-12-31,2023,12,2023-12,213
1534,2023-12-31,2023,12,2023-12,169
1535,2023-12-31,2023,12,2023-12,864
1536,2023-12-31,2023,12,2023-12,2019
1537,2023-12-31,2023,12,2023-12,0
1538,2023-12-31,2023,12,2023-12,0
1539,2023-11-30,2023,11,2023-11,323
1540,2023-11-30,2023,11,2023-11,0
1541,2023-11-30,2023,11,2023-11,0
1542,2023-11-30,2023,11,2023-11,0
1543,2023-11-30,2023,11,2023-11,0
1544,2023-11-30,2023,11,2023-11,150
1545,2023-11-30,2023,11,2023-11,177
1546,2023-11-30,2023,11,2023-11,866
1547,2023-11-30,2023,11,2023-11,1523
1548,2023-11-30,2023,11,2023-11,0
1549,2023-11-30,2023,11,2023-11,1196
1550,2023-11-30,2023,11,2023-11,869
1551,2023-11-30,2023,11,2023-11,1241
1552,2023-11-30,2023,11,2023-11,1333
1553,2023-11-30,2023,11,2023-11,2198
1554,2023-11-30,2023,11,2023-11,1866
1555,2023-11-30,2023,11,2023-11,2042
1556,2023-11-30,2023,11,2023-11,476
1557,2023-11-30,2023,11,2023-11,202
1558,2023-11-30,2023,11,2023-11,580
1559,2023-11-30,2023,11,2023-11,0
1560,2023-11-30,2023,11,2023-11,627
1561,2023-11-30,2023,11,2023-11,0
1562,2023-11-30,2023,11,2023-11,70
1563,2023-11-30,2023,11,2023-11,417
1564,2023-11-30,2023,11,2023-11,805
1565,2023-11-30,2023,11,2023-11,544
1566,2023-11-30,2023,11,2023-11,575
1567,2023-11-30,2023,11,2023-11,364
1568,2023-11-30,2023,11,2023-11,520
1569,2023-11-30,2023,11,2023-11,375
1570,2023-11-30,2023,11,2023-11,0
1571,2023-11-30,2023,11,2023-11,0
1572,2023-11-30,2023,11,2023-11,133
1573,2023-11-30,2023,11,2023-11,439
1574,2023-11-30,2023,11,2023-11,83
1575,2023-11-30,2023,11,2023-11,519
1576,2023-11-30,2023,11,2023-11,2392
1577,2023-11-30,2023,11,2023-11,1419
1578,2023-11-30,2023,11,2023-11,995
1579,2023-11-30,2023,11,2023-11,0
1580,2023-11-30,2023,11,2023-11,0
1581,2023-11-30,2023,11,2023-11,220
1582,2023-11-30,2023,11,2023-11,368
1583,2023-11-30,2023,11,2023-11,1116
1584,2023-11-30,2023,11,2023-11,868
1585,2023-11-30,2023,11,2023-11,0
1586,2023-11-30,2023,11,2023-11,750
1587,2023-11-30,2023,11,2023-11,600
1588,2023-11-30,2023,11,2023-11,560
1589,2023-11-30,2023,11,2023-11,0
1590,2023-11-30,2023,11,2023-11,982
1591,2023-11-30,2023,11,2023-11,293
1592,2023-11-30,2023,11,2023-11,863
1593,2023-11-30,2023,11,2023-11,544
1594,2023-11-30,2023,11,2023-11,265
1595,2023-11-30,2023,11,2023-11,0
1596,2023-11-30,2023,11,2023-11,0
1597,2023-11-30,2023,11,2023-11,307
1598,2023-11-30,2023,11,2023-11,0
1599,2023-10-31,2023,10,2023-10,211
1600,2023-10-31,2023,10,2023-10,489
1601,2023-10-31,2023,10,2023-10,1422
1602,2023-10-31,2023,10,2023-10,2076
1603,2023-10-31,2023,10,2023-10,1907
1604,2023-10-31,2023,10,2023-10,2214
1605,2023-10-31,2023,10,2023-10,1286
1606,2023-10-31,2023,10,2023-10,882
1607,2023-10-31,2023,10,2023-10,1270
1608,2023-10-31,2023,10,2023-10,0
1609,2023-10-31,2023,10,2023-10,856
1610,2023-10-31,2023,10,2023-10,177
1611,2023-10-31,2023,10,2023-10,153
1612,2023-10-31,2023,10,2023-10,0
1613,2023-10-31,2023,10,2023-10,0
1614,2023-10-31,2023,10,2023-10,0
1615,2023-10-31,2023,10,2023-10,302
1616,2023-10-31,2023,10,2023-10,0
1617,2023-10-31,2023,10,2023-10,0
1618,2023-10-31,2023,10,2023-10,274
1619,2023-10-31,2023,10,2023-10,540
1620,2023-10-31,2023,10,2023-10,871
1621,2023-10-31,2023,10,2023-10,0
1622,2023-10-31,2023,10,2023-10,304
1623,2023-10-31,2023,10,2023-10,972
1624,2023-10-31,2023,10,2023-10,0
1625,2023-10-31,2023,10,2023-10,575
1626,2023-10-31,2023,10,2023-10,602
1627,2023-10-31,2023,10,2023-10,777
1628,2023-10-31,2023,10,2023-10,0
1629,2023-10-31,2023,10,2023-10,847
1630,2023-10-31,2023,10,2023-10,337
1631,2023-10-31,2023,10,2023-10,1113
1632,2023-10-31,2023,10,2023-10,359
1633,2023-10-31,2023,10,2023-10,218
1634,2023-10-31,2023,10,2023-10,0
1635,2023-10-31,2023,10,2023-10,0
1636,2023-10-31,2023,10,2023-10,989
1637,2023-10-31,2023,10,2023-10,1289
1638,2023-10-31,2023,10,2023-10,2472
1639,2023-10-31,2023,10,2023-10,529
1640,2023-10-31,2023,10,2023-10,91
1641,2023-10-31,2023,10,2023-10,447
1642,2023-10-31,2023,10,2023-10,0
1643,2023-10-31,2023,10,2023-10,143
1644,2023-10-31,2023,10,2023-10,0
1645,2023-10-31,2023,10,2023-10,0
1646,2023-10-31,2023,10,2023-10,395
1647,2023-10-31,2023,10,2023-10,516
1648,2023-10-31,2023,10,2023-10,359
1649,2023-10-31,2023,10,2023-10,554
1650,2023-10-31,2023,10,2023-10,545
1651,2023-10-31,2023,10,2023-10,0
1652,2023-10-31,2023,10,2023-10,824
1653,2023-10-31,2023,10,2023-10,422
1654,2023-10-31,2023,10,2023-10,78
1655,2023-10-31,2023,10,2023-10,0
1656,2023-10-31,2023,10,2023-10,632
1657,2023-10-31,2023,10,2023-10,585
1658,2023-10-31,2023,10,2023-10,1211
1659,2023-09-30,2023,9,2023-09,0
1660,2023-09-30,2023,9,2023-09,0
1661,2023-09-30,2023,9,2023-09,0
1662,2023-09-30,2023,9,2023-09,0
1663,2023-09-30,2023,9,2023-09,0
1664,2023-09-30,2023,9,2023-09,132
1665,2023-09-30,2023,9,2023-09,175
1666,2023-09-30,2023,9,2023-09,854
1667,2023-09-30,2023,9,2023-09,1390
1668,2023-09-30,2023,9,2023-09,0
1669,2023-09-30,2023,9,2023-09,0
1670,2023-09-30,2023,9,2023-09,0
1671,2023-09-30,2023,9,2023-09,296
1672,2023-09-30,2023,9,2023-09,0
1673,2023-09-30,2023,9,2023-09,276
1674,2023-09-30,2023,9,2023-09,551
1675,2023-09-30,2023,9,2023-09,877
1676,2023-09-30,2023,9,2023-09,279
1677,2023-09-30,2023,9,2023-09,961
1678,2023-09-30,2023,9,2023-09,0
1679,2023-09-30,2023,9,2023-09,564
1680,2023-09-30,2023,9,2023-09,612
1681,2023-09-30,2023,9,2023-09,774
1682,2023-09-30,2023,9,2023-09,0
1683,2023-09-30,2023,9,2023-09,787
1684,2023-09-30,2023,9,2023-09,0
1685,2023-09-30,2023,9,2023-09,1106
1686,2023-09-30,2023,9,2023-09,372
1687,2023-09-30,2023,9,2023-09,256
1688,2023-09-30,2023,9,2023-09,0
1689,2023-09-30,2023,9,2023-09,0
1690,2023-09-30,2023,9,2023-09,1013
1691,2023-09-30,2023,9,2023-09,1147
1692,2023-09-30,2023,9,2023-09,2532
1693,2023-09-30,2023,9,2023-09,347
1694,2023-09-30,2023,9,2023-09,92
1695,2023-09-30,2023,9,2023-09,459
1696,2023-09-30,2023,9,2023-09,140
1697,2023-09-30,2023,9,2023-09,0
1698,2023-09-30,2023,9,2023-09,0
1699,2023-09-30,2023,9,2023-09,408
1700,2023-09-30,2023,9,2023-09,535
1701,2023-09-30,2023,9,2023-09,383
1702,2023-09-30,2023,9,2023-09,565
1703,2023-09-30,2023,9,2023-09,553
1704,2023-09-30,2023,9,2023-09,841
1705,2023-09-30,2023,9,2023-09,423
1706,2023-09-30,2023,9,2023-09,73
1707,2023-09-30,2023,9,2023-09,649
1708,2023-09-30,2023,9,2023-09,0
1709,2023-09-30,2023,9,2023-09,597
1710,2023-09-30,2023,9,2023-09,1240
1711,2023-09-30,2023,9,2023-09,216
1712,2023-09-30,2023,9,2023-09,493
1713,2023-09-30,2023,9,2023-09,2115
1714,2023-09-30,2023,9,2023-09,1770
1715,2023-09-30,2023,9,2023-09,2226
1716,2023-09-30,2023,9,2023-09,1298
1717,2023-09-30,2023,9,2023-09,885
1718,2023-09-30,2023,9,2023-09,1271
1719,2023-08-31,2023,8,2023-08,1245
1720,2023-08-31,2023,8,2023-08,1750
1721,2023-08-31,2023,8,2023-08,2186
1722,2023-08-31,2023,8,2023-08,1246
1723,2023-08-31,2023,8,2023-08,878
1724,2023-08-31,2023,8,2023-08,1257
1725,2023-08-31,2023,8,2023-08,222
1726,2023-08-31,2023,8,2023-08,488
1727,2023-08-31,2023,8,2023-08,2089
1728,2023-08-31,2023,8,2023-08,335
1729,2023-08-31,2023,8,2023-08,0
1730,2023-08-31,2023,8,2023-08,0
1731,2023-08-31,2023,8,2023-08,0
1732,2023-08-31,2023,8,2023-08,151
1733,2023-08-31,2023,8,2023-08,178
1734,2023-08-31,2023,8,2023-08,854
1735,2023-08-31,2023,8,2023-08,1414
1736,2023-08-31,2023,8,2023-08,0
1737,2023-08-31,2023,8,2023-08,0
1738,2023-08-31,2023,8,2023-08,0
1739,2023-08-31,2023,8,2023-08,302
1740,2023-08-31,2023,8,2023-08,0
1741,2023-08-31,2023,8,2023-08,0
1742,2023-08-31,2023,8,2023-08,286
1743,2023-08-31,2023,8,2023-08,552
1744,2023-08-31,2023,8,2023-08,899
1745,2023-08-31,2023,8,2023-08,297
1746,2023-08-31,2023,8,2023-08,928
1747,2023-08-31,2023,8,2023-08,0
1748,2023-08-31,2023,8,2023-08,555
1749,2023-08-31,2023,8,2023-08,613
1750,2023-08-31,2023,8,2023-08,754
1751,2023-08-31,2023,8,2023-08,0
1752,2023-08-31,2023,8,2023-08,812
1753,2023-08-31,2023,8,2023-08,0
1754,2023-08-31,2023,8,2023-08,1039
1755,2023-08-31,2023,8,2023-08,350
1756,2023-08-31,2023,8,2023-08,305
1757,2023-08-31,2023,8,2023-08,0
1758,2023-08-31,2023,8,2023-08,0
1759,2023-08-31,2023,8,2023-08,985
1760,2023-08-31,2023,8,2023-08,1122
1761,2023-08-31,2023,8,2023-08,2580
1762,2023-08-31,2023,8,2023-08,88
1763,2023-08-31,2023,8,2023-08,452
1764,2023-08-31,2023,8,2023-08,144
1765,2023-08-31,2023,8,2023-08,0
1766,2023-08-31,2023,8,2023-08,0
1767,2023-08-31,2023,8,2023-08,422
1768,2023-08-31,2023,8,2023-08,508
1769,2023-08-31,2023,8,2023-08,373
1770,2023-08-31,2023,8,2023-08,573
1771,2023-08-31,2023,8,2023-08,554
1772,2023-08-31,2023,8,2023-08,824
1773,2023-08-31,2023,8,2023-08,348
1774,2023-08-31,2023,8,2023-08,75
1775,2023-08-31,2023,8,2023-08,0
1776,2023-08-31,2023,8,2023-08,527
1777,2023-08-31,2023,8,2023-08,0
1778,2023-08-31,2023,8,2023-08,591
1779,2023-07-31,2023,7,2023-07,1161
1780,2023-07-31,2023,7,2023-07,1384
1781,2023-07-31,2023,7,2023-07,0
1782,2023-07-31,2023,7,2023-07,0
1783,2023-07-31,2023,7,2023-07,0
1784,2023-07-31,2023,7,2023-07,291
1785,2023-07-31,2023,7,2023-07,0
1786,2023-07-31,2023,7,2023-07,0
1787,2023-07-31,2023,7,2023-07,287
1788,2023-07-31,2023,7,2023-07,551
1789,2023-07-31,2023,7,2023-07,882
1790,2023-07-31,2023,7,2023-07,281
1791,2023-07-31,2023,7,2023-07,597
1792,2023-07-31,2023,7,2023-07,0
1793,2023-07-31,2023,7,2023-07,535
1794,2023-07-31,2023,7,2023-07,619
1795,2023-07-31,2023,7,2023-07,772
1796,2023-07-31,2023,7,2023-07,0
1797,2023-07-31,2023,7,2023-07,838
1798,2023-07-31,2023,7,2023-07,0
1799,2023-07-31,2023,7,2023-07,369
1800,2023-07-31,2023,7,2023-07,337
1801,2023-07-31,2023,7,2023-07,206
1802,2023-07-31,2023,7,2023-07,0
1803,2023-07-31,2023,7,2023-07,0
1804,2023-07-31,2023,7,2023-07,993
1805,2023-07-31,2023,7,2023-07,1098
1806,2023-07-31,2023,7,2023-07,2570
1807,2023-07-31,2023,7,2023-07,346
1808,2023-07-31,2023,7,2023-07,86
1809,2023-07-31,2023,7,2023-07,457
1810,2023-07-31,2023,7,2023-07,140
1811,2023-07-31,2023,7,2023-07,0
1812,2023-07-31,2023,7,2023-07,0
1813,2023-07-31,2023,7,2023-07,398
1814,2023-07-31,2023,7,2023-07,388
1815,2023-07-31,2023,7,2023-07,379
1816,2023-07-31,2023,7,2023-07,564
1817,2023-07-31,2023,7,2023-07,557
1818,2023-07-31,2023,7,2023-07,823
1819,2023-07-31,2023,7,2023-07,427
1820,2023-07-31,2023,7,2023-07,79
1821,2023-07-31,2023,7,2023-07,0
1822,2023-07-31,2023,7,2023-07,427
1823,2023-07-31,2023,7,2023-07,0
1824,2023-07-31,2023,7,2023-07,143
1825,2023-07-31,2023,7,2023-07,580
1826,2023-07-31,2023,7,2023-07,1227
1827,2023-07-31,2023,7,2023-07,216
1828,2023-07-31,2023,7,2023-07,474
1829,2023-07-31,2023,7,2023-07,2067
1830,2023-07-31,2023,7,2023-07,1766
1831,2023-07-31,2023,7,2023-07,2221
1832,2023-07-31,2023,7,2023-07,176
1833,2023-07-31,2023,7,2023-07,847
1834,2023-07-31,2023,7,2023-07,0
1835,2023-07-31,2023,7,2023-07,0
1836,2023-07-31,2023,7,2023-07,0
1837,2023-07-31,2023,7,2023-07,1247
1838,2023-07-31,2023,7,2023-07,886
1839,2023-06-30,2023,6,2023-06,853
1840,2023-06-30,2023,6,2023-06,367
1841,2023-06-30,2023,6,2023-06,0
1842,2023-06-30,2023,6,2023-06,0
1843,2023-06-30,2023,6,2023-06,0
1844,2023-06-30,2023,6,2023-06,867
1845,2023-06-30,2023,6,2023-06,1439
1846,2023-06-30,2023,6,2023-06,0
1847,2023-06-30,2023,6,2023-06,0
1848,2023-06-30,2023,6,2023-06,0
1849,2023-06-30,2023,6,2023-06,304
1850,2023-06-30,2023,6,2023-06,0
1851,2023-06-30,2023,6,2023-06,0
1852,2023-06-30,2023,6,2023-06,285
1853,2023-06-30,2023,6,2023-06,545
1854,2023-06-30,2023,6,2023-06,886
1855,2023-06-30,2023,6,2023-06,291
1856,2023-06-30,2023,6,2023-06,611
1857,2023-06-30,2023,6,2023-06,0
1858,2023-06-30,2023,6,2023-06,533
1859,2023-06-30,2023,6,2023-06,630
1860,2023-06-30,2023,6,2023-06,745
1861,2023-06-30,2023,6,2023-06,0
1862,2023-06-30,2023,6,2023-06,816
1863,2023-06-30,2023,6,2023-06,0
1864,2023-06-30,2023,6,2023-06,353
1865,2023-06-30,2023,6,2023-06,354
1866,2023-06-30,2023,6,2023-06,234
1867,2023-06-30,2023,6,2023-06,0
1868,2023-06-30,2023,6,2023-06,0
1869,2023-06-30,2023,6,2023-06,983
1870,2023-06-30,2023,6,2023-06,1101
1871,2023-06-30,2023,6,2023-06,2444
1872,2023-06-30,2023,6,2023-06,363
1873,2023-06-30,2023,6,2023-06,87
1874,2023-06-30,2023,6,2023-06,458
1875,2023-06-30,2023,6,2023-06,131
1876,2023-06-30,2023,6,2023-06,0
1877,2023-06-30,2023,6,2023-06,0
1878,2023-06-30,2023,6,2023-06,405
1879,2023-06-30,2023,6,2023-06,376
1880,2023-06-30,2023,6,2023-06,377
1881,2023-06-30,2023,6,2023-06,570
1882,2023-06-30,2023,6,2023-06,572
1883,2023-06-30,2023,6,2023-06,420
1884,2023-06-30,2023,6,2023-06,70
1885,2023-06-30,2023,6,2023-06,0
1886,2023-06-30,2023,6,2023-06,0
1887,2023-06-30,2023,6,2023-06,568
1888,2023-06-30,2023,6,2023-06,1231
1889,2023-06-30,2023,6,2023-06,217
1890,2023-06-30,2023,6,2023-06,476
1891,2023-06-30,2023,6,2023-06,2067
1892,2023-06-30,2023,6,2023-06,1703
1893,2023-06-30,2023,6,2023-06,2262
1894,2023-06-30,2023,6,2023-06,1223
1895,2023-06-30,2023,6,2023-06,899
1896,2023-06-30,2023,6,2023-06,1092
1897,2023-06-30,2023,6,2023-06,170
1898,2023-06-30,2023,6,2023-06,139
1899,2023-05-31,2023,5,2023-05,2243
1900,2023-05-31,2023,5,2023-05,1238
1901,2023-05-31,2023,5,2023-05,930
1902,2023-05-31,2023,5,2023-05,478
1903,2023-05-31,2023,5,2023-05,2097
1904,2023-05-31,2023,5,2023-05,1550
1905,2023-05-31,2023,5,2023-05,1112
1906,2023-05-31,2023,5,2023-05,1119
1907,2023-05-31,2023,5,2023-05,0
1908,2023-05-31,2023,5,2023-05,0
1909,2023-05-31,2023,5,2023-05,0
1910,2023-05-31,2023,5,2023-05,143
1911,2023-05-31,2023,5,2023-05,170
1912,2023-05-31,2023,5,2023-05,859
1913,2023-05-31,2023,5,2023-05,1421
1914,2023-05-31,2023,5,2023-05,0
1915,2023-05-31,2023,5,2023-05,0
1916,2023-05-31,2023,5,2023-05,0
1917,2023-05-31,2023,5,2023-05,311
1918,2023-05-31,2023,5,2023-05,0
1919,2023-05-31,2023,5,2023-05,0
1920,2023-05-31,2023,5,2023-05,279
1921,2023-05-31,2023,5,2023-05,541
1922,2023-05-31,2023,5,2023-05,857
1923,2023-05-31,2023,5,2023-05,285
1924,2023-05-31,2023,5,2023-05,581
1925,2023-05-31,2023,5,2023-05,0
1926,2023-05-31,2023,5,2023-05,544
1927,2023-05-31,2023,5,2023-05,661
1928,2023-05-31,2023,5,2023-05,745
1929,2023-05-31,2023,5,2023-05,0
1930,2023-05-31,2023,5,2023-05,815
1931,2023-05-31,2023,5,2023-05,0
1932,2023-05-31,2023,5,2023-05,345
1933,2023-05-31,2023,5,2023-05,362
1934,2023-05-31,2023,5,2023-05,266
1935,2023-05-31,2023,5,2023-05,0
1936,2023-05-31,2023,5,2023-05,0
1937,2023-05-31,2023,5,2023-05,974
1938,2023-05-31,2023,5,2023-05,2380
1939,2023-05-31,2023,5,2023-05,368
1940,2023-05-31,2023,5,2023-05,88
1941,2023-05-31,2023,5,2023-05,456
1942,2023-05-31,2023,5,2023-05,138
1943,2023-05-31,2023,5,2023-05,0
1944,2023-05-31,2023,5,2023-05,0
1945,2023-05-31,2023,5,2023-05,395
1946,2023-05-31,2023,5,2023-05,376
1947,2023-05-31,2023,5,2023-05,378
1948,2023-05-31,2023,5,2023-05,581
1949,2023-05-31,2023,5,2023-05,503
1950,2023-05-31,2023,5,2023-05,832
1951,2023-05-31,2023,5,2023-05,409
1952,2023-05-31,2023,5,2023-05,65
1953,2023-05-31,2023,5,2023-05,0
1954,2023-05-31,2023,5,2023-05,360
1955,2023-05-31,2023,5,2023-05,0
1956,2023-05-31,2023,5,2023-05,578
1957,2023-05-31,2023,5,2023-05,1251
1958,2023-05-31,2023,5,2023-05,210
1959,2023-04-30,2023,4,2023-04,0
1960,2023-04-30,2023,4,2023-04,1077
1961,2023-04-30,2023,4,2023-04,2441
1962,2023-04-30,2023,4,2023-04,196
1963,2023-04-30,2023,4,2023-04,91
1964,2023-04-30,2023,4,2023-04,461
1965,2023-04-30,2023,4,2023-04,145
1966,2023-04-30,2023,4,2023-04,0
1967,2023-04-30,2023,4,2023-04,0
1968,2023-04-30,2023,4,2023-04,412
1969,2023-04-30,2023,4,2023-04,370
1970,2023-04-30,2023,4,2023-04,374
1971,2023-04-30,2023,4,2023-04,591
1972,2023-04-30,2023,4,2023-04,515
1973,2023-04-30,2023,4,2023-04,851
1974,2023-04-30,2023,4,2023-04,425
1975,2023-04-30,2023,4,2023-04,63
1976,2023-04-30,2023,4,2023-04,0
1977,2023-04-30,2023,4,2023-04,358
1978,2023-04-30,2023,4,2023-04,0
1979,2023-04-30,2023,4,2023-04,569
1980,2023-04-30,2023,4,2023-04,1233
1981,2023-04-30,2023,4,2023-04,212
1982,2023-04-30,2023,4,2023-04,482
1983,2023-04-30,2023,4,2023-04,2086
1984,2023-04-30,2023,4,2023-04,1504
1985,2023-04-30,2023,4,2023-04,2189
1986,2023-04-30,2023,4,2023-04,1229
1987,2023-04-30,2023,4,2023-04,899
1988,2023-04-30,2023,4,2023-04,1104
1989,2023-04-30,2023,4,2023-04,0
1990,2023-04-30,2023,4,2023-04,0
1991,2023-04-30,2023,4,2023-04,138
1992,2023-04-30,2023,4,2023-04,164
1993,2023-04-30,2023,4,2023-04,857
1994,2023-04-30,2023,4,2023-04,1405
1995,2023-04-30,2023,4,2023-04,0
1996,2023-04-30,2023,4,2023-04,0
1997,2023-04-30,2023,4,2023-04,0
1998,2023-04-30,2023,4,2023-04,293
1999,2023-04-30,2023,4,2023-04,0
2000,2023-04-30,2023,4,2023-04,0
2001,2023-04-30,2023,4,2023-04,289
2002,2023-04-30,2023,4,2023-04,540
2003,2023-04-30,2023,4,2023-04,876
2004,2023-04-30,2023,4,2023-04,295
2005,2023-04-30,2023,4,2023-04,617
2006,2023-04-30,2023,4,2023-04,0
2007,2023-04-30,2023,4,2023-04,552
2008,2023-04-30,2023,4,2023-04,697
2009,2023-04-30,2023,4,2023-04,724
2010,2023-04-30,2023,4,2023-04,0
2011,2023-04-30,2023,4,2023-04,271
2012,2023-04-30,2023,4,2023-04,370
2013,2023-04-30,2023,4,2023-04,328
2014,2023-04-30,2023,4,2023-04,0
2015,2023-04-30,2023,4,2023-04,833
2016,2023-04-30,2023,4,2023-04,0
2017,2023-04-30,2023,4,2023-04,844
2018,2023-03-31,2023,3,2023-03,0
2019,2023-03-31,2023,3,2023-03,0
2020,2023-03-31,2023,3,2023-03,425
2021,2023-03-31,2023,3,2023-03,405
2022,2023-03-31,2023,3,2023-03,379
2023,2023-03-31,2023,3,2023-03,578
2024,2023-03-31,2023,3,2023-03,527
2025,2023-03-31,2023,3,2023-03,818
2026,2023-03-31,2023,3,2023-03,420
2027,2023-03-31,2023,3,2023-03,68
2028,2023-03-31,2023,3,2023-03,0
